drug_set,condition_id_norm,label,missing_drug_ids,missing_disease_id,reason
"['CHEBI:10056', 'PUBCHEM.COMPOUND:5284632']",MONDO:0001744,0,['PUBCHEM.COMPOUND:5284632'],,missing_drug
"['CHEBI:10056', 'PUBCHEM.COMPOUND:5284632']",MONDO:0005154,0,['PUBCHEM.COMPOUND:5284632'],,missing_drug
"['CHEBI:10056', 'PUBCHEM.COMPOUND:5284632']",UMLS:C0585136,0,['PUBCHEM.COMPOUND:5284632'],,missing_drug
"['CHEBI:10110', 'CHEBI:421707', 'CHEBI:63577']",MONDO:0005109,1,['CHEBI:421707'],,missing_drug
"['CHEBI:10119', 'CHEBI:39867', 'CHEBI:6504']",MONDO:0004985,1,['CHEBI:39867'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",HP:0020083,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0001786,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0003799,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0005227,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0006668,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0021783,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0021839,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0043839,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",MONDO:0100338,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",UMLS:C0042136,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:102265', 'CHEBI:9328']",UMLS:C1610066,1,['CHEBI:9328'],UMLS:C1610066,missing_drug+missing_disease
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0004605,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0004652,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0004863,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0005249,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0005292,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0043839,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0043885,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",MONDO:0100338,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",UMLS:C0015404,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",UMLS:C0152516,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102130', 'CHEBI:9328', 'CHEBI:9337']",UMLS:C0521833,1,['CHEBI:9328'],,missing_drug
"['CHEBI:102484', 'CHEBI:18208']",MONDO:0001031,1,['CHEBI:18208'],,missing_drug
"['CHEBI:102484', 'CHEBI:42355']",HP:0000371,1,['CHEBI:42355'],,missing_drug
"['CHEBI:102484', 'CHEBI:42355']",MONDO:0001031,1,['CHEBI:42355'],,missing_drug
"['CHEBI:102524', 'CHEBI:135538', 'CHEBI:27732']",NCIT:C78640,1,[],NCIT:C78640,missing_disease
"['CHEBI:102524', 'CHEBI:135538', 'CHEBI:27732']",UMLS:C0852402,1,[],UMLS:C0852402,missing_disease
"['CHEBI:10454', 'CHEBI:135214']",UMLS:C1998297,0,[],UMLS:C1998297,missing_disease
"['CHEBI:107736', 'CHEBI:15671', 'CHEBI:30769', 'CHEBI:31498', 'CHEBI:32139', 'CHEBI:64733']",HP:0002018,1,['CHEBI:107736'],,missing_drug
"['CHEBI:107736', 'CHEBI:15671', 'CHEBI:30769', 'CHEBI:31498', 'CHEBI:32139', 'CHEBI:64733']",NCIT:C78213,1,['CHEBI:107736'],NCIT:C78213,missing_drug+missing_disease
"['CHEBI:107736', 'CHEBI:15671', 'CHEBI:30769', 'CHEBI:31498', 'CHEBI:32139', 'CHEBI:64733']",UMLS:C0001707,1,['CHEBI:107736'],UMLS:C0001707,missing_drug+missing_disease
"['CHEBI:107736', 'CHEBI:15671', 'CHEBI:30769', 'CHEBI:31498', 'CHEBI:32139', 'CHEBI:64733']",UMLS:C0232574,1,['CHEBI:107736'],UMLS:C0232574,missing_drug+missing_disease
"['CHEBI:107736', 'CHEBI:31459', 'CHEBI:31498', 'CHEBI:81916', 'DRUGBANK:DB13281']",UMLS:C0267167,1,['CHEBI:107736'],,missing_drug
"['CHEBI:107736', 'CHEBI:31498']",HP:0002017,1,['CHEBI:107736'],,missing_drug
"['CHEBI:107736', 'CHEBI:31498', 'CHEBI:81916']",UMLS:C0267167,1,['CHEBI:107736'],,missing_drug
"['CHEBI:113556', 'CHEBI:4470', 'CHEBI:52010']",HP:0012735,1,['CHEBI:52010'],,missing_drug
"['CHEBI:113556', 'CHEBI:4470', 'CHEBI:52010']",MONDO:0002258,1,['CHEBI:52010'],,missing_drug
"['CHEBI:113556', 'CHEBI:4470', 'CHEBI:52010']",MONDO:0003781,1,['CHEBI:52010'],,missing_drug
"['CHEBI:113556', 'CHEBI:4470', 'CHEBI:52010']",MONDO:0005709,1,['CHEBI:52010'],,missing_drug
"['CHEBI:114785', 'CHEBI:175901']",UMLS:C5395609,1,['CHEBI:114785'],UMLS:C5395609,missing_drug+missing_disease
"['CHEBI:114785', 'UNII:2S9ZZM9Q9V']",UMLS:C3266992,1,['CHEBI:114785'],,missing_drug
"['CHEBI:114785', 'UNII:D99YVK4L0X']",UMLS:C3888903,1,['CHEBI:114785'],UMLS:C3888903,missing_drug+missing_disease
"['CHEBI:114786', 'CHEBI:131527']",UMLS:C0040793,0,[],UMLS:C0040793,missing_disease
"['CHEBI:114786', 'CHEBI:131527', 'CHEBI:17234', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']",HP:0001944,1,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:131527', 'CHEBI:17234', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']",MONDO:0000440,1,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:131527', 'CHEBI:17234', 'CHEBI:26710', 'CHEBI:32588', 'CHEBI:32954']",MONDO:0006919,1,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:17234']",HP:0002153,0,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:17234']",HP:0100520,0,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:17234']",MONDO:0000465,0,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:17234']",MONDO:0001106,0,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:17234']",MONDO:0001220,0,['CHEBI:17234'],,missing_drug
"['CHEBI:114786', 'CHEBI:17234']",MONDO:0002476,0,['CHEBI:17234'],,missing_drug
